customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,is_new_customer,is_long_term,total_revenue,charge_category,charge_ratio,num_services,is_monthly_contract,paperless_billing_binary,family_size
0412-UCCNP,Male,0,No,No,29,Yes,No,"Fiber optic",Yes,No,Yes,Yes,No,No,"Two year",Yes,"Electronic check",59.2,3175.85,0,"2-4 years",0,0,1716.8,Medium,1.84879,4,0,1,0
0298-XACET,Male,0,Yes,Yes,52,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,No,"Two year",No,"Mailed check",50.2,2554,0,"4+ years",0,1,2610.4,Medium,0.978019,4,0,0,2
2995-UPRYS,Female,1,Yes,No,29,Yes,No,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",99.2,4062.2,1,"2-4 years",0,0,2876.8,High,1.41156,5,0,1,1
0549-CYCQN,Male,1,No,No,51,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,"One year",Yes,"Bank transfer (automatic)",79.6,3974.7,0,"4+ years",0,1,4059.6,High,0.978845,2,0,1,0
7964-YESJC,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,"Mailed check",66.3,1559.45,0,"2-4 years",0,0,1922.7,Medium,0.810651,4,1,0,1
1335-MXCSE,Male,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,Yes,No,No,"Two year",Yes,"Credit card (automatic)",55.25,3119.9,0,"4+ years",0,1,3038.75,Medium,1.02637,3,0,1,2
7868-TMWMZ,Male,1,Yes,No,60,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",110,6668.35,0,"4+ years",0,1,6600,High,1.0102,7,0,1,1
9372-TXXPS,Female,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,"Two year",No,"Bank transfer (automatic)",59.85,3483.45,0,"4+ years",0,1,3591,Medium,0.96978,4,0,0,1
2696-ECXKC,Female,0,Yes,Yes,55,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,Yes,"One year",No,"Mailed check",100.9,5448.6,0,"4+ years",0,1,5549.5,High,0.981641,4,0,0,2
2853-CWQFQ,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,"Mailed check",59.55,59.55,0,"0-1 year",1,0,59.55,Medium,0.983485,3,1,1,1
7530-HDYDS,Female,0,No,No,38,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,No,Month-to-month,Yes,"Electronic check",84.25,3264.5,1,"2-4 years",0,0,3201.5,High,1.01936,4,1,1,0
7570-WELNY,Female,0,Yes,No,68,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,No,"Two year",Yes,"Bank transfer (automatic)",84.7,5711.05,0,"4+ years",0,1,5759.6,High,0.991398,3,0,1,1
2346-DJQTB,Female,0,No,No,35,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",24.15,812.5,0,"2-4 years",0,0,845.25,Low,0.960118,0,1,0,0
7729-XBTWX,Male,0,Yes,Yes,66,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.75,1344.5,0,"4+ years",0,1,1303.5,Low,1.03066,1,0,1,2
2077-MPJQO,Male,1,Yes,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.4,533.05,0,"0-1 year",1,0,527.8,High,1.00804,1,1,1,1
5140-FOMCQ,Female,0,Yes,No,59,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",70.4,6557.75,0,"4+ years",0,1,4153.6,High,1.57843,6,0,1,1
8063-GBATB,Female,1,No,No,27,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",85.25,2287.25,1,"2-4 years",0,0,2301.75,High,0.993269,2,1,1,0
1410-RSCMR,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,"Credit card (automatic)",71.35,515.75,0,"0-1 year",1,0,499.45,High,1.03057,4,1,1,2
8707-RMEZH,Female,1,Yes,No,69,Yes,No,"Fiber optic",Yes,Yes,No,No,No,Yes,"One year",No,"Credit card (automatic)",87.3,6055.55,0,"4+ years",0,1,6023.7,High,1.00512,4,0,0,1
1432-FPAXX,Female,0,No,No,29,No,"No phone service",DSL,No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",30.6,856.35,1,"2-4 years",0,0,887.4,Low,0.963924,1,1,1,0
6204-IEUXJ,Female,0,No,No,3,Yes,No,"Fiber optic",No,No,Yes,Yes,No,No,Month-to-month,No,"Credit card (automatic)",80.1,217.55,1,"0-1 year",1,0,240.3,High,0.901575,3,1,0,0
3678-MNGZX,Male,0,Yes,Yes,68,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.95,1377.7,0,"4+ years",0,1,1356.6,Low,1.01481,1,0,0,2
1116-FRYVH,Female,0,Yes,Yes,48,No,No,DSL,Yes,Yes,No,Yes,No,No,"Two year",No,"Mailed check",39.4,1978.65,0,"2-4 years",0,0,1891.2,Medium,1.04569,3,0,0,2
8120-JDCAM,Male,0,Yes,Yes,4,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",69.55,284.9,0,"0-1 year",1,0,278.2,Medium,1.02042,1,1,1,2
1121-QSIVB,Female,0,No,Yes,44,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,"One year",Yes,"Mailed check",77.55,3471.1,0,"2-4 years",0,0,3412.2,High,1.01696,4,0,1,1
4597-ELFTS,Male,0,No,No,56,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",24.9,1334,1,"4+ years",0,1,1394.4,Low,0.955998,1,0,0,0
2961-VNFKL,Female,0,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",25.95,1801.9,0,"4+ years",0,1,1842.45,Low,0.977461,1,0,1,1
2223-GDSHL,Male,0,Yes,Yes,71,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",116.05,8297.5,0,"4+ years",0,1,8239.55,High,1.00691,7,0,1,2
0895-UADGO,Male,0,No,Yes,8,No,"No phone service","Fiber optic",Yes,No,No,Yes,No,Yes,"Two year",Yes,"Mailed check",44.55,1398.6,0,"0-1 year",1,0,356.4,Medium,3.91326,3,0,1,1
1862-QRWPE,Female,0,Yes,Yes,48,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.65,1057,0,"2-4 years",0,0,991.2,Low,1.06531,1,0,0,2
0813-TAXXS,Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",70.4,4323.35,0,"4+ years",0,1,3872,High,1.11628,4,0,1,0
3612-YUNGG,Male,0,Yes,Yes,64,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",109.2,6741.15,0,"4+ years",0,1,6988.8,High,0.964427,6,0,1,2
6266-QHOJZ,Female,0,No,No,65,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,No,No,"One year",Yes,"Electronic check",89.85,5844.65,0,"4+ years",0,1,5840.25,High,1.00058,4,0,1,0
6652-YFFJO,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",64.9,716.1,0,"0-1 year",1,0,713.9,Medium,1.00168,3,1,1,0
1550-LOAHA,Female,0,Yes,No,32,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,No,"Bank transfer (automatic)",84.15,2585.95,1,"2-4 years",0,0,2692.8,High,0.959964,3,1,0,1
0550-DCXLH,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,"Mailed check",73.35,931.55,0,"1-2 years",0,0,953.55,High,0.975905,5,1,0,0
3062-ICYZQ,Female,0,Yes,Yes,29,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",93.8,4539.35,0,"2-4 years",0,0,2720.2,High,1.66814,4,1,1,2
7339-POGZN,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",50.7,214.55,0,"0-1 year",1,0,202.8,Medium,1.05275,1,1,0,0
2468-SJFLM,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,Yes,"Electronic check",74.3,74.3,0,"0-1 year",1,0,74.3,High,0.98672,2,1,1,0
6712-OAWRH,Female,1,No,No,26,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",91.25,2351.8,1,"2-4 years",0,0,2372.5,High,0.990857,3,1,1,0
2675-IJRGJ,Male,0,No,No,29,Yes,No,No,"No internet service","No internet service","No internet service",No,"No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.65,978,0,"2-4 years",0,0,569.85,Low,1.71323,1,0,0,0
2996-XAUVF,Male,0,No,No,70,No,"No phone service","Fiber optic",No,No,No,Yes,No,Yes,"Two year",Yes,"Mailed check",40.05,2799.75,0,"4+ years",0,1,2803.5,Medium,0.998306,2,0,1,0
5357-TZHPP,Male,1,No,No,9,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",84.4,732.5,1,"0-1 year",1,0,759.6,High,0.963055,2,1,1,0
7714-YXSMB,Female,0,No,No,26,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",100.5,2599.95,0,"2-4 years",0,0,2613,High,0.994625,4,1,1,0
2778-OCLGR,Male,1,Yes,No,24,Yes,"No phone service",DSL,Yes,No,No,No,No,Yes,Month-to-month,No,"Bank transfer (automatic)",39.1,971.3,1,"1-2 years",0,0,938.4,Medium,1.03396,3,1,0,1
6152-ONASV,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,"One year",No,"Bank transfer (automatic)",58.25,3975.7,0,"4+ years",0,1,3961,Medium,1.00346,3,0,0,1
8873-TMKGR,Male,0,No,No,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",19.1,529.5,0,"2-4 years",0,0,553.9,Low,0.954226,1,0,0,0
3097-NQYSN,Male,1,Yes,No,2,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Mailed check",86.85,1398.6,1,"0-1 year",1,0,173.7,High,8.00572,2,1,1,1
9659-ZTWSM,Male,1,Yes,No,66,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",107.35,7051.95,0,"4+ years",0,1,7085.1,High,0.995181,6,0,1,1
8174-LNWMW,Female,0,No,No,31,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20.9,689.35,0,"2-4 years",0,0,647.9,Low,1.06234,1,0,0,0
4026-SKKHW,Male,0,No,No,29,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,"Mailed check",50.25,152.3,0,"2-4 years",0,0,1457.25,Medium,0.10444,2,1,1,0
5922-ABDVO,Male,0,Yes,No,19,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,No,"Mailed check",89.65,1761.05,1,"1-2 years",0,0,1703.35,High,1.03327,3,1,0,1
5993-JSUWV,Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,"Two year",Yes,"Electronic check",61.15,4017.45,0,"4+ years",0,1,4035.9,Medium,0.995182,4,0,1,0
8637-XJIVR,Female,0,No,No,12,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",78.95,927.35,1,"0-1 year",0,0,947.4,High,0.977805,2,1,1,0
4644-OBGFZ,Male,0,Yes,Yes,55,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",19.5,1026.35,0,"4+ years",0,1,1072.5,Low,0.956078,1,0,0,2
2923-ARZLG,Male,0,Yes,Yes,0,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",19.7,1398.6,0,"4+ years",1,0,0,Low,1398.6,1,0,1,2
4903-CNOZC,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,"One year",No,"Credit card (automatic)",70.9,1964.6,0,"2-4 years",0,0,2056.1,High,0.955034,4,0,0,0
7579-KKLOE,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Mailed check",91.25,6589.6,0,"4+ years",0,1,6478.75,High,1.01695,7,0,1,2
0315-LVCRK,Male,0,No,No,11,Yes,No,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,No,"Electronic check",84.8,888.75,0,"0-1 year",1,0,932.8,High,0.951756,3,1,0,0
8597-CTXVJ,Male,0,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,"One year",No,"Bank transfer (automatic)",70.4,4551.5,0,"4+ years",0,1,4928,High,0.923412,4,0,0,1
9708-KFDBY,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service",No,"No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",20.55,20.55,0,"0-1 year",1,0,20.55,Low,0.953596,1,1,0,0
6749-UTDVX,Male,0,No,No,72,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Electronic check",103.65,7634.8,0,"4+ years",0,1,7462.8,High,1.02291,5,0,1,0
2005-DWQZJ,Female,0,Yes,Yes,8,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.05,201.7,0,"0-1 year",1,0,152.4,Low,1.31486,1,0,0,2
3249-VHRIP,Female,0,No,No,62,No,"No phone service",DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",43.6,2748.7,0,"4+ years",0,1,2703.2,Medium,1.01646,3,1,1,0
8735-NBLWT,Male,0,No,Yes,9,Yes,No,"Fiber optic","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.4,184.1,0,"0-1 year",1,0,183.6,Low,0.997291,1,1,0,1
1024-GUALD,Male,0,Yes,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",24.8,24.8,1,"0-1 year",1,0,24.8,Low,0.96124,0,1,1,1
2189-UXTKY,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",79.2,1742.75,1,"1-2 years",0,0,1742.4,High,0.999627,5,1,1,1
0484-JPBRU,Male,0,No,No,41,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer (automatic)",25.25,996.45,0,"2-4 years",0,0,1035.25,Low,0.961592,1,1,1,0
7554-AKDQF,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",45.65,323.45,0,"0-1 year",1,0,273.9,Medium,1.17661,1,1,0,1
6140-QNRQQ,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",71.55,71.55,1,"0-1 year",1,0,71.55,High,0.986216,1,1,1,0
2898-MRKPI,Male,0,Yes,Yes,68,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",101.05,1398.6,0,"4+ years",0,1,6871.4,High,0.20351,4,0,1,2
0533-UCAAU,Male,1,Yes,No,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",71.1,4140.1,0,"2-4 years",0,0,2061.9,High,2.00693,4,1,1,1
5312-UXESG,Female,0,No,No,41,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Bank transfer (automatic)",98.05,3990.6,0,"2-4 years",0,0,4020.05,High,0.992427,4,1,0,0
2159-TURXX,Male,0,No,No,5,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",20.05,95.55,0,"0-1 year",1,0,100.25,Low,0.943704,1,1,0,0
2379-ENZGV,Male,0,No,No,6,Yes,No,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",84.85,523.5,1,"0-1 year",1,0,509.1,High,1.02627,3,1,1,0
2740-JFBOK,Male,0,No,No,10,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",24,226.55,0,"0-1 year",1,0,240,Low,0.940041,1,1,1,0
1803-BGNBD,Female,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,"Electronic check",54.3,654.5,0,"0-1 year",0,0,651.6,Medium,1.00291,3,1,1,0
6907-FLBER,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",54.3,54.3,0,"0-1 year",1,0,54.3,Medium,0.981917,2,1,0,0
6572-ADKRS,Male,0,No,No,46,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",74.8,3548.3,0,"2-4 years",0,0,3440.8,High,1.03094,2,1,1,0
3566-HJGPK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",45.55,45.55,0,"0-1 year",1,0,45.55,Medium,0.978518,1,1,1,0
0727-BNRLG,Male,0,No,No,69,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Credit card (automatic)",97.65,6743.55,0,"4+ years",0,1,6737.85,High,1.0007,5,0,1,0
7665-TOALD,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",69.6,69.6,1,"0-1 year",1,0,69.6,Medium,0.985836,1,1,1,0
3847-BAERP,Female,0,No,No,10,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.9,247,0,"0-1 year",1,0,209,Low,1.17619,1,1,1,0
9625-QSTYE,Female,0,No,No,13,Yes,No,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",81.15,952.3,1,"1-2 years",0,0,1054.95,High,0.901842,3,1,1,0
9880-TDQAC,Male,0,Yes,Yes,72,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",60,4264,0,"4+ years",0,1,4320,Medium,0.986809,5,0,1,2
4183-MYFRB,Female,0,No,No,21,Yes,No,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",90.05,1862.9,0,"1-2 years",0,0,1891.05,High,0.984593,4,1,1,0
0082-LDZUE,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",44.3,44.3,0,"0-1 year",1,0,44.3,Medium,0.977925,1,1,1,0
5655-JSMZM,Male,1,No,No,49,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",96.2,4718.25,1,"4+ years",0,1,4713.8,High,1.00073,3,1,1,0
7957-RYHQD,Female,1,No,No,40,Yes,No,"Fiber optic",Yes,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",79.2,1398.6,1,"2-4 years",0,0,3168,High,0.441338,3,1,1,0
0750-EKNGL,Male,0,No,No,7,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.75,141.1,0,"0-1 year",1,0,145.25,Low,0.964786,1,1,0,0
7271-AJDTL,Female,0,Yes,No,55,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",94.45,5073.1,0,"4+ years",0,1,5194.75,High,0.976394,4,1,1,1
2320-JRSDE,Female,0,Yes,Yes,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",19.9,19.9,1,"0-1 year",1,0,19.9,Low,0.952153,1,1,1,0
4800-VHZKI,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.9,19.9,1,"0-1 year",1,0,19.9,Low,0.952153,1,1,1,0
4785-QRJHC,Male,1,Yes,No,46,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",59.9,2816.65,1,"2-4 years",0,0,2755.4,Medium,1.02186,5,0,1,1
8292-TYSPY,Male,0,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,"Credit card (automatic)",55,1046.5,1,"1-2 years",0,0,1045,Medium,1.00048,3,1,1,0
5181-OABFK,Female,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,"Two year",Yes,"Credit card (automatic)",61.3,3346.8,0,"4+ years",0,1,3432.8,Medium,0.974664,4,0,1,2
1357-BIJKI,Male,0,Yes,No,50,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,"One year",Yes,"Electronic check",98.25,4858.7,0,"4+ years",0,1,4912.5,High,0.988847,4,0,1,1
8561-NMTBD,Female,0,Yes,Yes,67,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",112.35,7388.45,0,"4+ years",0,1,7527.45,High,0.981404,6,0,1,2
8679-JOEVF,Female,1,No,No,16,Yes,No,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,No,"Electronic check",59.4,1023.9,1,"1-2 years",0,0,950.4,Medium,1.0762,3,1,0,0
5652-MSDEY,Female,0,No,No,10,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",75.75,777.3,0,"0-1 year",1,0,757.5,High,1.02479,1,1,1,0
8337-UPOAQ,Male,1,Yes,No,29,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",89.8,914.3,1,"2-4 years",0,0,2604.2,High,0.350952,3,1,1,1
3865-QBWSJ,Male,1,No,Yes,38,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Mailed check",80.45,3162.65,0,"2-4 years",0,0,3057.1,High,1.03419,2,1,1,1
4273-MBHYA,Male,0,No,Yes,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.35,89.35,0,"0-1 year",1,0,89.35,High,0.988932,3,1,1,1
0581-BXBUB,Female,1,No,No,4,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",72.75,317.75,0,"0-1 year",1,0,291,High,1.08818,2,1,0,0
3049-NDXFL,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Mailed check",85.8,85.8,1,"0-1 year",1,0,85.8,High,0.988479,2,1,0,0
8690-UPCZI,Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,"One year",No,"Bank transfer (automatic)",69.05,1958.45,0,"2-4 years",0,0,2002.45,Medium,0.977539,4,0,0,2
6350-XFYGW,Male,1,No,No,4,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.75,422.4,0,"0-1 year",1,0,379,High,1.11158,4,1,1,0
7605-BDWDC,Male,0,No,No,31,No,"No phone service",DSL,Yes,Yes,No,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",49.85,1520.1,0,"2-4 years",0,0,1545.35,Medium,0.983025,4,0,1,0
9281-PKKZE,Female,0,Yes,No,29,No,"No phone service",DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",43.95,2007.85,0,"2-4 years",0,0,1274.55,Medium,1.57411,2,1,1,1
4718-WXBGI,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",91.95,6614.9,0,"4+ years",0,1,6620.4,High,0.999018,7,0,1,2
2586-CWXVV,Male,0,Yes,No,54,No,"No phone service",DSL,No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",30.4,1621.35,0,"4+ years",0,1,1641.6,Low,0.987063,1,1,0,1
0611-DFXKO,Male,0,Yes,No,20,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Mailed check",89,1820.45,1,"1-2 years",0,0,1780,High,1.02215,3,1,1,1
8984-HPEMB,Female,0,No,No,71,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",118.65,8477.6,0,"4+ years",0,1,8424.15,High,1.00623,7,0,1,0
7562-GSUHK,Female,0,No,No,16,Yes,No,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",93.2,1573.7,1,"1-2 years",0,0,1491.2,High,1.05462,4,1,1,0
9526-BIHHD,Male,0,No,No,1,No,"No phone service",DSL,Yes,No,No,No,No,No,Month-to-month,No,"Mailed check",29.7,29.7,1,"0-1 year",1,0,29.7,Low,0.967427,1,1,0,0
9081-WWXKP,Female,0,Yes,Yes,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20.25,873.4,0,"2-4 years",0,0,587.25,Low,1.48474,1,0,0,2
2696-NARTR,Male,0,No,No,11,Yes,No,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,Yes,"Electronic check",73.85,926.25,1,"0-1 year",1,0,812.35,High,1.13881,2,1,1,0
6437-UDQJM,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Credit card (automatic)",70.4,6129.65,0,"4+ years",0,1,5068.8,High,1.20905,6,0,1,1
7921-BEPCI,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,"Two year",No,"Bank transfer (automatic)",59.75,4265,0,"4+ years",0,1,4302,Medium,0.991169,3,0,0,0
9286-DOJGF,Female,1,Yes,No,38,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",74.95,2869.85,1,"2-4 years",0,0,2848.1,High,1.00728,1,1,1,1
6614-YWYSC,Male,1,Yes,No,61,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",25,1501.75,0,"4+ years",0,1,1525,Low,0.984109,1,0,0,1
